;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;652.118;62.206;142.405;54.865;58.295;21.008;31.793;33.714;59.560;8.682;9.514;6.391;11.638;6.282;9.957;4.093;1.899;3.991;125.825;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;15.227.164;2.029.601;2.065.861;1.582.550;1.626.311;607.041;980.120;664.780;1.103.015;283.180;325.638;357.269;300.441;141.518;189.093;140.499;66.032;72.842;2.691.373;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;624.260;67.058;78.677;55.234;60.412;23.303;27.717;31.541;82.224;11.815;9.835;7.875;9.139;7.273;10.026;3.802;1.783;3.468;133.078;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;704.233;89.030;98.912;73.442;70.562;28.668;30.721;28.383;63.624;12.255;13.800;9.740;12.646;9.317;10.394;5.990;2.552;3.871;140.326;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;1.049.180;126.586;190.164;136.750;100.454;34.812;58.127;41.253;65.536;13.339;17.885;16.240;18.882;14.371;17.705;10.518;3.948;6.053;176.557;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;1.313.134;187.072;144.356;152.072;149.826;53.138;77.335;56.750;89.324;22.897;32.541;30.175;30.726;13.776;19.957;15.171;5.005;5.954;227.059;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;1.597.976;232.436;139.757;184.203;206.307;74.622;112.554;53.415;118.812;29.042;34.725;46.387;31.773;11.053;16.735;17.540;7.381;6.565;274.669;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;1.557.569;243.282;163.132;162.188;170.718;67.259;115.865;56.841;105.248;33.387;34.011;51.367;31.089;9.564;13.923;15.094;7.664;7.425;269.512;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;1.669.264;227.375;242.121;136.787;151.986;72.973;118.181;68.054;115.398;39.209;50.639;47.496;39.417;19.872;19.354;16.352;9.014;7.878;287.158;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;1.847.828;216.203;372.149;145.612;243.787;76.510;97.902;137.449;90.935;35.055;40.876;42.267;28.917;11.342;12.157;15.883;7.789;8.677;264.318;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;1.734.429;248.233;197.693;205.149;181.020;68.904;123.069;65.084;112.065;36.939;38.459;47.689;35.191;16.352;17.210;16.004;9.533;8.259;307.576;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;1.533.971;218.893;170.788;180.814;156.359;56.099;116.281;51.614;109.243;28.001;26.664;36.455;34.519;13.857;23.564;13.703;6.246;6.400;284.471;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;893.742;102.918;126.840;91.768;76.130;30.372;64.526;38.333;80.729;12.958;16.012;13.560;16.203;8.597;17.753;6.431;3.335;4.749;182.528;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;701.578;70.515;141.272;58.531;58.750;20.381;37.842;36.063;69.877;8.283;10.191;8.018;11.939;6.144;10.315;4.011;1.782;3.543;144.121;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;16.410.114;2.145.902;2.285.829;1.541.398;1.623.207;598.375;1.202.247;722.115;1.281.675;277.616;325.799;413.733;304.867;144.490;183.717;151.055;63.591;73.743;3.070.755;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;686.619;72.815;87.434;57.510;60.688;22.433;35.544;35.651;90.274;10.952;10.539;9.791;10.028;8.013;10.216;4.174;1.631;3.247;155.679;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;763.466;97.015;106.523;72.826;74.718;28.894;39.674;34.164;59.958;11.898;12.675;12.351;11.302;9.993;11.300;5.933;2.521;3.769;167.952;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;1.070.865;133.747;150.425;128.235;98.581;39.084;70.901;48.461;85.233;13.339;19.397;16.376;18.274;14.487;17.002;8.164;3.244;4.784;201.131;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;1.452.570;192.173;218.390;150.561;151.471;50.945;91.963;63.134;98.660;20.615;30.890;36.271;30.123;13.901;20.539;15.893;4.398;6.384;256.259;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;1.726.237;250.900;171.639;168.215;202.105;70.870;135.605;63.047;131.258;30.342;35.097;51.801;33.899;10.946;15.394;20.331;8.560;7.384;318.844;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;1.686.094;257.064;184.644;164.225;163.939;65.232;140.690;59.439;130.520;33.067;34.484;54.314;34.153;9.589;13.049;17.627;7.264;7.689;309.105;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;1.779.956;233.307;272.314;137.005;155.355;70.053;138.542;75.310;140.205;35.269;49.620;56.564;39.811;19.407;17.903;16.441;8.277;7.583;306.990;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;1.966.661;228.903;406.450;142.713;252.827;72.649;118.214;136.064;110.469;35.157;38.405;52.902;30.311;12.030;11.590;16.831;6.814;8.267;286.065;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;1.847.777;262.960;208.501;198.330;176.704;67.600;151.149;68.355;134.005;37.598;40.604;57.292;36.275;17.570;17.426;17.474;8.770;8.342;338.822;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;1.649.901;231.552;164.794;177.418;150.012;56.677;145.206;57.323;129.363;27.394;26.311;40.807;34.549;13.805;23.363;15.074;6.504;7.006;342.743;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;977.848;108.445;139.641;86.716;77.337;31.079;82.337;41.517;91.870;13.072;17.268;15.385;14.902;8.793;15.986;7.778;3.442;5.340;216.940;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;802.120;77.021;175.074;57.644;59.470;22.859;52.422;39.650;79.860;8.913;10.509;9.879;11.240;5.956;9.949;5.335;2.166;3.948;170.225;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;3.904.945;456.639;795.290;438.321;470.695;179.947;133.056;162.028;272.884;62.124;95.136;51.904;81.739;30.691;45.201;20.945;18.654;22.754;566.937;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;757.890;77.169;105.982;53.516;59.561;23.783;40.539;38.427;98.170;10.449;10.781;10.127;10.315;7.182;9.019;4.974;2.381;3.858;191.657;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;806.442;101.484;138.087;71.679;75.596;30.396;43.304;30.843;74.161;12.509;13.728;13.626;11.770;10.241;11.434;6.413;2.848;4.069;154.254;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;387.859;58.204;42.943;52.372;36.449;17.688;23.873;8.551;35.138;4.817;6.867;6.777;5.925;5.462;6.403;2.811;1.556;1.980;70.043;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;5.356;379;744;267;342;269;194;274;802;55;224;65;138;70;64;48;11;151;1.259;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;12.573;1.072;2.785;1.116;1.021;520;321;518;1.739;187;241;281;248;50;140;57;20;419;1.838;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;49.914;3.591;7.870;7.438;5.311;4.508;1.256;1.891;4.021;620;2.319;934;2.361;232;585;226;146;509;6.096;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;278.181;17.882;87.580;35.134;40.839;17.074;3.463;11.574;8.953;2.632;13.386;3.488;12.277;906;2.643;795;732;1.224;17.599;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;565.662;57.372;190.047;60.040;101.624;21.435;5.338;32.234;12.979;7.074;11.821;4.711;14.689;1.482;2.999;1.235;3.101;2.963;34.518;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;470.747;73.294;105.690;78.985;57.082;27.428;5.198;16.179;11.893;9.860;18.374;4.911;15.983;2.833;3.914;1.370;3.558;3.404;30.791;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;351.037;38.345;81.655;49.486;60.438;27.813;4.604;13.109;10.818;7.700;9.797;3.418;3.599;1.228;5.079;1.495;2.471;2.759;27.223;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;109.858;14.374;16.771;15.249;12.198;5.868;2.571;4.659;6.120;3.044;4.450;2.016;2.096;616;1.735;899;1.041;743;15.408;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;109.426;13.473;15.136;13.039;20.234;3.165;2.395;3.769;8.090;3.177;3.148;1.550;2.338;389;1.186;622;789;675;16.251;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;5.917.873;693.307;1.151.629;569.517;773.253;311.255;345.521;257.072;235.292;154.606;187.716;135.068;162.852;71.943;63.203;59.624;48.231;43.121;654.663;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;72.444;4.361;10.205;11.271;11.951;2.147;1.564;3.266;5.472;2.602;1.818;1.128;1.926;451;980;634;654;643;11.371;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;29.306;1.907;5.599;2.358;3.379;1.027;713;1.724;2.376;1.359;552;365;422;292;291;144;412;385;6.001;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;44.445;2.354;10.003;4.296;5.764;1.547;1.267;2.185;2.719;1.892;834;380;819;469;417;303;510;528;8.158;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;81.995;5.238;15.346;9.786;7.366;2.970;2.325;4.257;4.497;3.098;2.474;785;4.444;667;733;971;1.471;756;14.811;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;274.344;60.170;59.321;25.126;27.322;8.037;5.987;8.602;8.523;6.483;10.770;3.310;11.219;1.602;1.618;2.118;2.879;2.317;28.940;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;445.572;72.049;93.672;43.523;54.968;26.681;13.591;15.185;11.060;15.322;17.853;5.142;13.267;4.440;2.472;4.369;5.694;5.015;41.269;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;596.652;50.152;127.310;25.788;92.681;35.310;37.115;25.420;13.781;24.406;27.218;8.975;25.612;14.479;5.673;6.585;7.979;6.394;61.774;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;1.040.993;98.556;264.222;67.487;193.899;55.230;49.022;58.944;17.248;26.694;29.582;24.958;26.341;9.395;5.959;10.474;7.273;6.865;88.844;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;974.489;129.384;165.642;112.799;115.029;60.665;66.382;36.191;24.606;27.698;35.318;34.425;26.248;10.532;8.939;11.485;7.374;6.176;95.596;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;1.136.704;150.784;193.912;138.500;125.144;65.760;75.101;41.319;49.312;22.716;29.780;35.439;31.594;15.396;16.051;12.143;6.960;5.778;121.015;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;749.453;77.960;109.789;83.862;89.731;32.860;57.935;34.839;51.754;14.347;22.389;14.043;14.955;9.363;14.092;6.475;4.607;4.523;105.929;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;471.476;40.392;96.608;44.721;46.019;19.021;34.519;25.140;43.944;7.989;9.128;6.118;6.005;4.857;5.978;3.923;2.418;3.741;70.955;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;;;;;;;;;;;;;;;;;;;;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro ;348.060;35.520;42.027;35.362;31.300;21.565;20.574;17.017;42.288;8.985;8.838;5.971;5.130;5.421;4.529;3.093;1.898;3.056;55.486;January ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fevereiro;572.979;76.818;100.657;51.898;70.857;33.229;29.098;23.527;37.503;12.732;13.592;12.661;10.206;8.408;6.297;5.619;3.039;3.546;73.292;February ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Março ;861.817;126.316;99.628;104.512;95.637;40.087;74.693;37.410;52.657;14.471;20.112;21.541;15.205;11.729;11.392;7.993;5.611;5.587;117.236;March ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abril ;1.359.316;202.398;223.621;142.507;135.023;56.305;113.634;53.220;74.786;20.888;32.438;42.547;30.865;14.506;14.120;13.860;7.616;8.662;172.320;April ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maio ;1.586.124;253.228;160.063;160.180;182.659;80.376;163.252;59.773;92.720;28.050;35.126;55.757;33.720;15.351;13.046;18.515;11.623;9.315;213.370;May ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Junho;1.581.023;255.236;174.241;158.907;145.099;70.105;181.869;61.799;94.937;31.867;32.466;59.481;33.015;11.753;12.362;15.833;11.520;9.388;221.145;June ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julho ;1.821.110;246.093;287.625;140.159;165.385;76.759;185.067;74.229;100.879;34.868;52.574;60.734;48.492;24.874;17.477;16.828;14.119;9.945;265.003;July ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agosto ;1.958.229;231.064;407.798;145.966;265.672;77.431;148.626;135.066;80.570;32.128;37.592;54.648;37.645;14.398;10.798;17.529;10.356;10.061;240.881;August ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setembro ;1.778.224;262.915;209.463;178.806;165.334;71.018;205.312;68.367;98.298;33.901;42.642;60.442;38.133;18.443;15.273;17.392;11.815;8.231;272.439;September ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Outubro;1.653.153;234.910;186.080;160.355;153.302;60.201;196.142;59.905;103.959;26.705;29.356;51.897;38.330;18.087;20.724;14.648;9.906;7.431;281.215;October;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Novembro ;992.976;105.748;125.674;92.343;89.957;31.957;114.073;40.441;80.872;19.189;18.359;19.550;16.116;9.609;14.989;7.296;5.866;6.430;194.507;November ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dezembro;;;;;;;;;;;;;;;;;;;;December;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anos e meses;Total;United Kingdom;Spain;Germany;France;Netherlands;USA;Italy;Brazil;Poland;Belgium;Ireland;Switzerland;Denmark;Sweden;Austria;Czechia;Romania;Other countries;Year / month;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Janeiro 2022 ? outubro 2022: resultados provisórios;;;;;;;;;;;;;;;;;;;;January 2022 - October 2022: provisional data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ovisórioNovembro 2022; resultados preliminares";;;;;;;;;;;;;;;;;;;;November 2022: preliminary data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(a) Não inclui alojamento local na RA Açores até 2017;;;;;;;;;;;;;;;;;;;;(a) Does not include local accommodation in RA Açores until 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
